,Unnamed: 0,name,place_id,types,lat,lng,rating,user_ratings_total,Tag,Busy_Time
200,200,臺南市兒福中心-兒童館,ChIJPeFUym12bjQRrbPTPws2OBA,"['tourist_attraction', 'point_of_interest', 'establishment']",22.9913348,120.1865288,4.4,653,"['全部', '冷氣', '玩具', '開心', '門票', '假日', '足球', '積木', '安全', '舒適', 'cp值']","[['6時', '0%'], ['7時', '0%'], ['8時', '0%'], ['9時', '8%'], ['10時', '8%'], ['11時', '4%'], ['12時', '1%'], ['13時', '2%'], ['14時', '5%'], ['15時', '6%'], ['16時', '5%'], ['17時', '1%'], ['18時', '0%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%'], ['23時', '0%']]"
201,201,台南聖教會 Tainan Holiness Church,ChIJmfXng212bjQR3SFvWcn61m8,"['church', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",22.9947975,120.1851333,4.7,519,"['全部', '神', '心靈', '感受', '姐妹', '祝福', '舒適', '詩', '音樂']","[['6時', '0%'], ['7時', '0%'], ['8時', '22%'], ['9時', '50%'], ['10時', '65%'], ['11時', '55%'], ['12時', '44%'], ['13時', '48%'], ['14時', '60%'], ['目前繁忙程度：100%', '69%)'], ['16時', '72%'], ['17時', '68%'], ['18時', '59%'], ['19時', '45%'], ['20時', '32%'], ['21時', '20%'], ['22時', '11%'], ['23時', '0%']]"
202,202,水萍塭公園,ChIJVwLOQXd2bjQRF-y5W063HHw,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",22.9862106,120.1934368,4.1,5360,"['全部', '松鼠', '兒童遊戲', '沙坑', '抽煙', '腹地', '兒童遊樂設施', '鴿子', '步道', '警察', '放電']","[['4時', '1%'], ['5時', '2%'], ['6時', '14%'], ['7時', '31%'], ['8時', '46%'], ['9時', '55%'], ['10時', '56%'], ['11時', '54%'], ['12時', '54%'], ['13時', '61%'], ['14時', '74%'], ['目前繁忙程度：98%', '88%)'], ['16時', '98%'], ['17時', '100%'], ['18時', '92%'], ['19時', '77%'], ['20時', '58%'], ['21時', '38%'], ['22時', '22%'], ['23時', '9%'], ['0時', '0%'], ['1時', '1%'], ['2時', '1%'], ['3時', '1%']]"
203,203,石珠公園,ChIJiwDT4Qp2bjQRQ8Ptpwm2Psg,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",22.9874094,120.1803875,4.1,50,"['全部', '運動', '籃球場']","[['4時', '2%'], ['5時', '2%'], ['6時', '2%'], ['7時', '2%'], ['8時', '2%'], ['9時', '2%'], ['10時', '2%'], ['11時', '2%'], ['12時', '2%'], ['13時', '2%'], ['14時', '5%'], ['15時', '33%'], ['16時', '69%'], ['17時', '87%'], ['18時', '71%'], ['19時', '38%'], ['20時', '17%'], ['21時', '12%'], ['22時', '7%'], ['23時', '2%'], ['0時', '2%'], ['1時', '2%'], ['2時', '2%'], ['3時', '2%']]"
204,204,石頭公園,ChIJW1XN_eF1bjQRm78ewleItyY,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",22.9852171,120.1764789,4,94,"['全部', '門票', '廢墟', '收費', '土地', '感覺', '懷舊', '蚊', '復古', '攝影']","[['6時', '0%'], ['7時', '0%'], ['8時', '45%'], ['9時', '59%'], ['10時', '59%'], ['11時', '57%'], ['12時', '63%'], ['13時', '72%'], ['14時', '75%'], ['15時', '68%'], ['16時', '54%'], ['17時', '36%'], ['18時', '0%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%'], ['23時', '0%']]"
205,205,新藝市集,ChIJZ2jpi3F2bjQRROnkUyqHKyE,"['tourist_attraction', 'point_of_interest', 'establishment']",22.9920761,120.187418,0,0,[],[]
206,206,藍晒圖文創園區,ChIJtbdB0Xt2bjQR1IE4qcWD-lg,"['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",22.987102,120.1973454,4.2,20439,"['全部', '文創', '文青', '創意', '市集', '文藝', '壁畫', '宿舍', '塗鴉', '區域', '聚落']","[['6時', '0%'], ['7時', '0%'], ['8時', '0%'], ['9時', '0%'], ['10時', '32%'], ['11時', '46%'], ['12時', '57%'], ['13時', '67%'], ['14時', '77%'], ['目前繁忙程度：100%', '89%)'], ['16時', '99%'], ['17時', '100%'], ['18時', '89%'], ['19時', '68%'], ['20時', '44%'], ['21時', '0%'], ['22時', '0%'], ['23時', '0%']]"
207,207,新松金樓遺址,ChIJKYLqfnB2bjQR_At7eNPf0r8,"['tourist_attraction', 'point_of_interest', 'establishment']",22.9903604,120.1933056,0,0,[],[]
208,208,康樂市場,ChIJd6IdK2V2bjQRg02nT99aidQ,"['tourist_attraction', 'point_of_interest', 'establishment']",22.992289,120.1962659,3.9,212,"['全部', '小吃', '衣服']","[['6時', '0%'], ['7時', '0%'], ['8時', '0%'], ['9時', '0%'], ['10時', '39%'], ['11時', '68%'], ['12時', '79%'], ['13時', '73%'], ['14時', '69%'], ['目前繁忙程度：88%', '76%)'], ['16時', '76%'], ['17時', '54%'], ['18時', '0%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%'], ['23時', '0%']]"
209,209,台南林百貨,ChIJrZJc4GJ2bjQRa3BRyIgtRcM,"['department_store', 'tourist_attraction', 'point_of_interest', 'store', 'establishment']",22.9917925,120.2025232,4.3,18159,"['全部', '歷史', '建築', '伴手禮', '懷舊', '風格', '地標', '現代化']","[['6時', '0%'], ['7時', '0%'], ['8時', '0%'], ['9時', '0%'], ['10時', '0%'], ['11時', '49%'], ['12時', '70%'], ['13時', '89%'], ['14時', '100%'], ['目前繁忙程度：100%', '99%)'], ['16時', '88%'], ['17時', '70%'], ['18時', '0%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%'], ['23時', '0%']]"
