,Unnamed: 0,name,place_id,types,lat,lng,rating,user_ratings_total,Tag,Busy_Time
150,150,微細科技股份有限公司,ChIJgXn9ka1xbjQRGniFxOkuaz8,"['tourist_attraction', 'point_of_interest', 'store', 'establishment']",22.9960119,120.3092841,0.0,0.0,[],"[['', '%']]"
151,151,中興大學新化林場,ChIJiVr_zuNvbjQRUZcMOGqbdRc,"['tourist_attraction', 'lodging', 'park', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",23.026979500000003,120.35258540000001,4.1,630.0,"['全部', '步道', '爬山', '區', '運動', '芬多精', '生態', '森林浴', '小黑蚊', '海拔', '標示']","[['4時', '0%'], ['5時', '0%'], ['6時', '24%'], ['7時', '45%'], ['8時', '66%'], ['9時', '79%'], ['10時', '75%'], ['11時', '59%'], ['12時', '39%'], ['13時', '26%'], ['14時', '32%'], ['15時', '45%'], ['16時', '40%'], ['17時', '0%'], ['18時', '0%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%'], ['23時', '0%'], ['0時', '0%'], ['1時', '0%'], ['2時', '0%'], ['3時', '0%']]"
152,152,虎頭埤,ChIJ5cR9Fv9vbjQRLSiI-ISs55U,"['tourist_attraction', 'point_of_interest', 'establishment']",23.0271187,120.33603090000001,4.1,3010.0,"['全部', '烤肉', '休閒', '區', '運動', '門票', '步道', '水庫', '租', '吊橋', '划船']","[['5時', '0%'], ['6時', '19%'], ['7時', '32%'], ['8時', '43%'], ['9時', '45%'], ['10時', '40%'], ['11時', '33%'], ['12時', '29%'], ['13時', '28%'], ['目前繁忙程度：87%', '28%)'], ['15時', '27%'], ['16時', '25%'], ['17時', '0%'], ['18時', '0%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%']]"
153,153,台灣基督長老教會口埤教會,ChIJUY5rTeNvbjQR_UVXRIM43NU,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",23.025388699999997,120.3502855,4.6,60.0,[],[]
154,154,新化休閒自行車道,ChIJ2SGBMhtwbjQRc9ndvavNtww,"['tourist_attraction', 'point_of_interest', 'establishment']",23.027168,120.33563889999999,3.8,24.0,[],[]
155,155,草山月世界,ChIJe5OuuLxvbjQRvswl-rUXkqQ,"['tourist_attraction', 'point_of_interest', 'establishment']",22.987185699999998,120.42424009999998,0.0,0.0,[],[]
156,156,草山月世界大峽谷,ChIJQYI4fc5objQRC29_uE9aaPE,"['tourist_attraction', 'point_of_interest', 'establishment']",22.985992,120.44218629999999,4.0,322.0,"['全部', '景觀', '自然', '地形', '地質', '美', '感覺', '區', '騎車', '訊號']",[]
157,157,內門木柵吊橋,ChIJC3JqwfFobjQRwaNfMxF8IZ0,"['tourist_attraction', 'point_of_interest', 'establishment']",22.9809754,120.4714799,3.8,79.0,"['全部', '休閒']","[['4時', '59%'], ['5時', '63%'], ['6時', '65%'], ['7時', '68%'], ['8時', '69%'], ['9時', '72%'], ['10時', '75%'], ['11時', '78%'], ['12時', '81%'], ['13時', '83%'], ['14時', '83%'], ['15時', '81%'], ['16時', '77%'], ['17時', '71%'], ['18時', '63%'], ['19時', '56%'], ['20時', '50%'], ['21時', '43%'], ['22時', '42%'], ['23時', '42%'], ['0時', '43%'], ['1時', '48%'], ['2時', '51%'], ['3時', '56%']]"
158,158,石厝登山步道,ChIJqXt6CO5objQRWRxyHirRQuY,"['tourist_attraction', 'point_of_interest', 'establishment']",22.9831717,120.4700617,3.4,18.0,[],"[['4時', '37%'], ['5時', '40%'], ['6時', '44%'], ['7時', '47%'], ['8時', '47%'], ['9時', '44%'], ['10時', '39%'], ['11時', '34%'], ['12時', '31%'], ['13時', '29%'], ['14時', '29%'], ['15時', '29%'], ['16時', '31%'], ['17時', '34%'], ['18時', '37%'], ['19時', '40%'], ['20時', '42%'], ['21時', '45%'], ['22時', '47%'], ['23時', '47%'], ['0時', '44%'], ['1時', '42%'], ['2時', '39%'], ['3時', '37%']]"
159,159,烏山台灣彌猴保護區,ChIJ_W0kKYpdbjQRYedXAfKkX6U,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",23.025243399999997,120.4955982,4.3,1230.0,"['全部', '猴子', '花生', '水果', '距離', '生態', '手', '安全', '登山', '觀察', '行為']","[['6時', '0%'], ['7時', '0%'], ['8時', '22%'], ['9時', '28%'], ['10時', '33%'], ['11時', '37%'], ['12時', '40%'], ['13時', '42%'], ['目前繁忙程度：100%', '43%)'], ['15時', '41%'], ['16時', '35%'], ['17時', '0%'], ['18時', '0%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%'], ['23時', '0%']]"
