,Unnamed: 0,name,place_id,types,lat,lng,rating,user_ratings_total,Tag,Busy_Time
400,400,觀海樓,ChIJATOpE9DWbTQRNhN0O7ItoYs,"['tourist_attraction', 'point_of_interest', 'establishment']",23.1448659,120.0771702,4.1,823,"['全部', '視野', '停車']","[['4時', '5%'], ['5時', '5%'], ['6時', '5%'], ['7時', '5%'], ['8時', '5%'], ['9時', '5%'], ['10時', '5%'], ['11時', '5%'], ['12時', '5%'], ['13時', '10%'], ['14時', '15%'], ['15時', '31%'], ['16時', '57%'], ['17時', '68%'], ['18時', '63%'], ['19時', '36%'], ['20時', '15%'], ['21時', '5%'], ['22時', '5%'], ['23時', '0%'], ['0時', '5%'], ['1時', '5%'], ['2時', '5%'], ['3時', '5%']]"
401,401,龍山號生態之旅,ChIJTyI76lfWbTQRHPeNN00ztnE,"['tourist_attraction', 'point_of_interest', 'establishment']",23.1370111,120.1134719,4.2,1047,"['全部', '烤', '吃到飽', '蚵仔', 'cp值', '知識', '導遊', '幽默', '小孩', '水', '回憶']",[]
402,402,台江鯨豚館,ChIJuegLP47YbTQRh5EX2v5e0Cc,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",23.0259914,120.1432839,3.8,135,"['全部', '標本', '骨頭', '建築物', '鳥', '環境', '冷氣', '鹽田', '保育']",[]
403,403,十二佃榕王武聖廟,ChIJs1zjrPZ3bjQRfrmvF3evGRA,"['place_of_worship', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",23.069969,120.1784084,3.8,196,"['全部', '榕樹', '公園', '景點', '歷史']","[['4時', '1%'], ['5時', '3%'], ['6時', '8%'], ['7時', '15%'], ['8時', '24%'], ['9時', '35%'], ['10時', '47%'], ['11時', '57%'], ['12時', '64%'], ['13時', '68%'], ['14時', '66%'], ['15時', '61%'], ['16時', '52%'], ['17時', '43%'], ['18時', '33%'], ['19時', '26%'], ['20時', '19%'], ['21時', '14%'], ['22時', '10%'], ['23時', '8%'], ['0時', '7%'], ['1時', '5%'], ['2時', '3%'], ['3時', '1%']]"
404,404,海寮普陀寺,ChIJqTYpCa55bjQRA4FQsa7g_GY,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.0972002,120.2111671,4,37,[],[]
405,405,台南市新吉慶天宮,ChIJbSKlsWt5bjQRBKMUVrOaizA,"['tourist_attraction', 'point_of_interest', 'establishment']",23.0880249,120.2169138,5,12,[],[]
406,406,安定蘇厝第一代天府真護宮,ChIJ02J8U195bjQRDz_w-Tnb4WE,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.125425,120.2510208,4.3,247,"['全部', '廟宇', '祭', '收驚', '船', '神明', '文化']",[]
407,407,善化掌上明珠仙人掌多肉植物園,ChIJAQAAQLd8bjQRkzCMy5nYmF8,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",23.1342148,120.3273578,4.2,84,"['全部', '價格']",[]
408,408,善化加洲草莓園,ChIJ9-KHY197bjQRdC1p85hi4NM,"['tourist_attraction', 'point_of_interest', 'establishment']",23.1255613,120.3241553,4.1,227,"['全部', '價格', '小孩', '番茄', '停車', '果醬', '紅', '蘿蔔', '20', '品質']",[]
409,409,內庄朝天宮,ChIJ0Y-gkKBkbjQRnqflee1Ao0E,"['place_of_worship', 'tourist_attraction', 'point_of_interest', 'establishment']",23.1174794,120.362539,4.3,161,"['全部', '信仰', '廟', '媽祖', '停車']",[]
410,410,楊家古厝,ChIJqZNRvA5lbjQRKV0fxGMLb1I,"['tourist_attraction', 'point_of_interest', 'establishment']",23.1178215,120.3618242,3.7,7,"['全部', '房', '懷舊', '古蹟']","[['4時', '23%'], ['5時', '26%'], ['6時', '32%'], ['7時', '36%'], ['8時', '42%'], ['9時', '46%'], ['10時', '51%'], ['11時', '53%'], ['12時', '57%'], ['13時', '63%'], ['14時', '69%'], ['15時', '76%'], ['16時', '84%'], ['17時', '92%'], ['18時', '96%'], ['19時', '94%'], ['20時', '86%'], ['21時', '75%'], ['22時', '59%'], ['23時', '44%'], ['0時', '32%'], ['1時', '25%'], ['2時', '21%'], ['3時', '21%']]"
411,411,龍貓彩繪村,ChIJE_4jvlljbjQRySBvdQrhZbc,"['tourist_attraction', 'point_of_interest', 'establishment']",23.1234472,120.3551111,4.1,696,"['全部', '畫', '牆', '鄉村', '巷', '卡通', '村落', '社區', '作品', '音量']","[['6時', '0%'], ['7時', '0%'], ['8時', '29%'], ['9時', '44%'], ['10時', '59%'], ['11時', '70%'], ['12時', '76%'], ['13時', '79%'], ['14時', '79%'], ['15時', '81%'], ['目前繁忙程度：81%', '84%)'], ['17時', '86%'], ['18時', '0%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%'], ['23時', '0%']]"
412,412,?吧哖紀念公園,ChIJsf0qHUBhbjQR5U3d42M8n5U,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",23.1192455,120.4580765,3.8,283,"['全部', '廁所', '歷史', '停車', '散步', '感覺']","[['4時', '17%'], ['5時', '21%'], ['6時', '26%'], ['7時', '35%'], ['8時', '47%'], ['9時', '62%'], ['10時', '78%'], ['11時', '92%'], ['12時', '100%'], ['13時', '100%'], ['14時', '91%'], ['15時', '76%'], ['16時', '58%'], ['17時', '42%'], ['18時', '28%'], ['19時', '19%'], ['20時', '12%'], ['21時', '9%'], ['22時', '8%'], ['23時', '8%'], ['0時', '8%'], ['1時', '10%'], ['2時', '12%'], ['3時', '14%']]"
413,413,珍如意茶花園,ChIJvfqFWWRhbjQRPhQegAAcLtg,"['tourist_attraction', 'point_of_interest', 'establishment']",23.130217,120.443547,3.9,17,[],[]
414,414,臺灣糖業公司玉井糖廠,ChIJEXVXDjthbjQR5AQuX708h3U,"['tourist_attraction', 'point_of_interest', 'establishment']",23.1242567,120.4599139,3.5,10,[],[]
415,415,?吧哖支廳舊址,ChIJKQYAZhNhbjQRzVXZ9echPHo,"['tourist_attraction', 'point_of_interest', 'establishment']",23.1241695,120.4603771,4.4,5,[],[]
416,416,山城大叔果園,ChIJj52SJrBhbjQRvAkuK7EZk9g,"['tourist_attraction', 'point_of_interest', 'establishment']",23.148805,120.472261,4.5,8,[],[]
417,417,寶林寺,ChIJu2UA579gbjQRWsAAaT2unQ0,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.1087266,120.5061105,4.6,20,[],[]
418,418,源之旅休閒公園,ChIJ4Vq6LxtebjQRdvTpGh9pX6Y,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.092524,120.533975,3.2,153,"['全部', '維護', '水庫', '感覺', '施工', '工程', '規劃', '露營']","[['4時', '0%'], ['5時', '1%'], ['6時', '1%'], ['7時', '5%'], ['8時', '14%'], ['9時', '25%'], ['10時', '33%'], ['11時', '37%'], ['12時', '42%'], ['13時', '55%'], ['14時', '72%'], ['15時', '77%'], ['16時', '61%'], ['17時', '33%'], ['18時', '14%'], ['19時', '7%'], ['20時', '3%'], ['21時', '3%'], ['22時', '1%'], ['23時', '1%'], ['0時', '1%'], ['1時', '1%'], ['2時', '1%'], ['3時', '1%']]"
