,Unnamed: 0,name,place_id,types,lat,lng,rating,user_ratings_total,Tag,Busy_Time
500,500,八田與一紀念園區,ChIJE_qQOhiIbjQRlSQvA68bCI0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",23.2139325,120.3648085,4.2,2804,"['全部', '日式建築', '門票', '環境', '規劃', '房屋', '風景', '建設', '日據時代', '工程', '船']","[['6時', '0%'], ['7時', '0%'], ['8時', '0%'], ['9時', '23%'], ['10時', '28%'], ['11時', '35%'], ['12時', '0%'], ['13時', '58%'], ['14時', '67%'], ['15時', '68%'], ['16時', '60%'], ['17時', '43%'], ['18時', '0%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%'], ['23時', '0%']]"
501,501,六甲區赤山龍湖巖,ChIJJx58MxeIbjQRZabxfFcoAXQ,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.2167759,120.3609808,4.5,706,"['全部', '觀世音菩薩', '環境', '風景', '聖地', '宗教', '信仰', '過年', '清靜', '靈氣', '慈悲']","[['5時', '0%'], ['6時', '17%'], ['7時', '25%'], ['8時', '31%'], ['9時', '34%'], ['10時', '34%'], ['11時', '30%'], ['12時', '25%'], ['13時', '22%'], ['14時', '26%'], ['15時', '39%'], ['16時', '44%'], ['17時', '30%'], ['18時', '0%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%']]"
502,502,百年火燒茄苳樹,ChIJXYw0BICKbjQRQvwKyJqFHl4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",23.1788042,120.4820792,3,3,[],[]
503,503,楠西公園,ChIJPWpP2YGKbjQRiPsuDBCJQOw,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.1781056,120.4857634,3.6,83,[],[]
504,504,梅嶺風景區,ChIJybTzxEH1bjQRlIks6_5RLKM,"['tourist_attraction', 'point_of_interest', 'establishment']",23.1840453,120.5614573,4.2,1625,"['全部', '爬山', '步道', '季節', '賞花', '螢火蟲', '運動', '休閒', '健身', '觀音', '1月']","[['4時', '5%'], ['5時', '10%'], ['6時', '17%'], ['7時', '25%'], ['8時', '32%'], ['9時', '40%'], ['10時', '42%'], ['11時', '45%'], ['12時', '40%'], ['13時', '35%'], ['14時', '30%'], ['15時', '25%'], ['16時', '20%'], ['17時', '15%'], ['18時', '12%'], ['19時', '10%'], ['20時', '10%'], ['21時', '7%'], ['22時', '7%'], ['23時', '5%'], ['0時', '2%'], ['1時', '2%'], ['2時', '2%'], ['3時', '2%']]"
505,505,芒果農創玫瑰綠柏園 - 團體聚餐 合菜 台式料理 結婚喜宴 宴會廳 熱炒 觀光工廠 熱門景點 打卡景點 推薦 好評 人氣 家庭旅遊 水果風味餐 農創園區 觀光園區,ChIJbYbn50mLbjQRib56q1Pn6co,"['tourist_attraction', 'point_of_interest', 'establishment']",23.1835666,120.489383,4.7,207,"['全部', '佛寺']","[['6時', '0%'], ['7時', '0%'], ['8時', '0%'], ['9時', '0%'], ['10時', '55%'], ['11時', '71%'], ['12時', '83%'], ['13時', '88%'], ['14時', '85%'], ['15時', '74%'], ['16時', '58%'], ['17時', '40%'], ['18時', '24%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%'], ['23時', '0%']]"
506,506,苓子寮木棉花道,ChIJbXoY0mHVbTQRI2boVawOdm4,"['tourist_attraction', 'point_of_interest', 'establishment']",23.2228176,120.1666895,4.4,388,"['全部', '車', '三月', '感覺', '平日', '綠', '季節', '賞花', '舒服', '稻田', '水']","[['4時', '43%'], ['5時', '38%'], ['6時', '42%'], ['7時', '55%'], ['8時', '74%'], ['9時', '92%'], ['10時', '100%'], ['11時', '94%'], ['12時', '81%'], ['13時', '68%'], ['14時', '63%'], ['15時', '64%'], ['16時', '67%'], ['17時', '68%'], ['18時', '67%'], ['19時', '62%'], ['20時', '56%'], ['21時', '53%'], ['22時', '53%'], ['23時', '56%'], ['0時', '58%'], ['1時', '59%'], ['2時', '56%'], ['3時', '50%']]"
507,507,華宗紀念公園,ChIJ15YtLOh_bjQROHAPR04H4qk,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",23.2291864,120.1814931,4.1,242,"['全部', '運動', '散步', '小孩', '社區', '寶可夢', '樹', '停車']","[['4時', '1%'], ['5時', '1%'], ['6時', '1%'], ['7時', '1%'], ['8時', '14%'], ['9時', '23%'], ['10時', '24%'], ['11時', '17%'], ['12時', '9%'], ['13時', '8%'], ['14時', '20%'], ['15時', '42%'], ['目前繁忙程度：100%', '65%)'], ['17時', '74%'], ['18時', '65%'], ['19時', '43%'], ['20時', '23%'], ['21時', '8%'], ['22時', '2%'], ['23時', '1%'], ['0時', '1%'], ['1時', '1%'], ['2時', '1%'], ['3時', '1%']]"
508,508,麗豐微酵館,ChIJ9Rlc8_SHbjQRZHcd4rTpaTM,"['tourist_attraction', 'point_of_interest', 'establishment']",23.2168641,120.3231689,3.6,92,"['全部', '產品', '門票']",[]
509,509,王爺宮廟,ChIJnQRnDbeJbjQRYIXoI6rnGLQ,"['place_of_worship', 'tourist_attraction', 'point_of_interest', 'establishment']",23.220945,120.3997586,4.5,11,[],[]
